1e-09 0.0137264
1.02096e-09 0.0136586
1.04236e-09 0.013591
1.06421e-09 0.0135237
1.08652e-09 0.0134568
1.10929e-09 0.0133902
1.13254e-09 0.0133238
1.15628e-09 0.0132578
1.18052e-09 0.0131921
1.20526e-09 0.0131267
1.23052e-09 0.0130616
1.25632e-09 0.0129968
1.28265e-09 0.0129322
1.30954e-09 0.012868
1.33698e-09 0.0128041
1.36501e-09 0.0127405
1.39362e-09 0.0126772
1.42283e-09 0.0126141
1.45265e-09 0.0125514
1.4831e-09 0.0124889
1.51419e-09 0.0124268
1.54593e-09 0.0123649
1.57833e-09 0.0123033
1.61141e-09 0.012242
1.64519e-09 0.0121809
1.67967e-09 0.0121202
1.71488e-09 0.0120597
1.75083e-09 0.0119996
1.78753e-09 0.0119397
1.82499e-09 0.01188
1.86325e-09 0.0118207
1.9023e-09 0.0117616
1.94217e-09 0.0117028
1.98288e-09 0.0116443
2.02445e-09 0.011586
2.06688e-09 0.011528
2.1102e-09 0.0114703
2.15443e-09 0.0114129
2.19959e-09 0.0113557
2.2457e-09 0.0112988
2.29277e-09 0.0112421
2.34083e-09 0.0111857
2.38989e-09 0.0111296
2.43999e-09 0.0110737
2.49113e-09 0.0110181
2.54335e-09 0.0109628
2.59666e-09 0.0109077
2.65108e-09 0.0108529
2.70665e-09 0.0107983
2.76339e-09 0.010744
2.82131e-09 0.0106899
2.88044e-09 0.0106361
2.94082e-09 0.0105825
3.00246e-09 0.0105292
3.0654e-09 0.0104761
3.12965e-09 0.0104233
3.19525e-09 0.0103707
3.26222e-09 0.0103184
3.3306e-09 0.0102663
3.40041e-09 0.0102144
3.47169e-09 0.0101628
3.54446e-09 0.0101115
3.61875e-09 0.0100603
3.6946e-09 0.0100095
3.77204e-09 0.00995881
3.85111e-09 0.0099084
3.93183e-09 0.00985823
4.01424e-09 0.00980829
4.09838e-09 0.00975858
4.18429e-09 0.00970911
4.27199e-09 0.00965986
4.36154e-09 0.00961085
4.45296e-09 0.00956207
4.5463e-09 0.00951352
4.64159e-09 0.00946519
4.73888e-09 0.00941709
4.83821e-09 0.00936922
4.93962e-09 0.00932157
5.04316e-09 0.00927414
5.14887e-09 0.00922694
5.25679e-09 0.00917995
5.36698e-09 0.00913319
5.47947e-09 0.00908665
5.59433e-09 0.00904033
5.71159e-09 0.00899422
5.83131e-09 0.00894833
5.95353e-09 0.00890266
6.07832e-09 0.0088572
6.20573e-09 0.00881196
6.3358e-09 0.00876692
6.46861e-09 0.0087221
6.60419e-09 0.0086775
6.74262e-09 0.0086331
6.88395e-09 0.00858891
7.02824e-09 0.00854493
7.17556e-09 0.00850115
7.32597e-09 0.00845759
7.47952e-09 0.00841422
7.6363e-09 0.00837107
7.79636e-09 0.00832811
7.95978e-09 0.00828536
8.12662e-09 0.00824282
8.29696e-09 0.00820047
8.47087e-09 0.00815832
8.64842e-09 0.00811637
8.8297e-09 0.00807462
9.01478e-09 0.00803307
9.20373e-09 0.00799172
9.39665e-09 0.00795056
9.59361e-09 0.00790959
9.7947e-09 0.00786882
1e-08 0.00782825
1.02096e-08 0.00778786
1.04236e-08 0.00774767
1.06421e-08 0.00770767
1.08652e-08 0.00766785
1.10929e-08 0.00762823
1.13254e-08 0.0075888
1.15628e-08 0.00754955
1.18052e-08 0.00751049
1.20526e-08 0.00747161
1.23052e-08 0.00743292
1.25632e-08 0.00739441
1.28265e-08 0.00735609
1.30954e-08 0.00731795
1.33698e-08 0.00727999
1.36501e-08 0.00724221
1.39362e-08 0.00720461
1.42283e-08 0.0071672
1.45265e-08 0.00712996
1.4831e-08 0.00709289
1.51419e-08 0.00705601
1.54593e-08 0.0070193
1.57833e-08 0.00698276
1.61141e-08 0.0069464
1.64519e-08 0.00691022
1.67967e-08 0.00687421
1.71488e-08 0.00683837
1.75083e-08 0.0068027
1.78753e-08 0.0067672
1.82499e-08 0.00673187
1.86325e-08 0.00669671
1.9023e-08 0.00666172
1.94217e-08 0.0066269
1.98288e-08 0.00659225
2.02445e-08 0.00655776
2.06688e-08 0.00652343
2.1102e-08 0.00648927
2.15443e-08 0.00645528
2.19959e-08 0.00642145
2.2457e-08 0.00638778
2.29277e-08 0.00635428
2.34083e-08 0.00632093
2.38989e-08 0.00628775
2.43999e-08 0.00625472
2.49113e-08 0.00622186
2.54335e-08 0.00618915
2.59666e-08 0.0061566
2.65108e-08 0.00612421
2.70665e-08 0.00609197
2.76339e-08 0.00605989
2.82131e-08 0.00602797
2.88044e-08 0.0059962
2.94082e-08 0.00596458
3.00246e-08 0.00593311
3.0654e-08 0.0059018
3.12965e-08 0.00587064
3.19525e-08 0.00583963
3.26222e-08 0.00580877
3.3306e-08 0.00577806
3.40041e-08 0.0057475
3.47169e-08 0.00571709
3.54446e-08 0.00568682
3.61875e-08 0.00565671
3.6946e-08 0.00562673
3.77204e-08 0.00559691
3.85111e-08 0.00556723
3.93183e-08 0.00553769
4.01424e-08 0.0055083
4.09838e-08 0.00547905
4.18429e-08 0.00544994
4.27199e-08 0.00542097
4.36154e-08 0.00539215
4.45296e-08 0.00536347
4.5463e-08 0.00533492
4.64159e-08 0.00530652
4.73888e-08 0.00527825
4.83821e-08 0.00525012
4.93962e-08 0.00522213
5.04316e-08 0.00519428
5.14887e-08 0.00516656
5.25679e-08 0.00513898
5.36698e-08 0.00511153
5.47947e-08 0.00508422
