PdfType: replica
Format: lhagrid1
FromMCReplica: 93
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 22 
  4.7682988e-08  4.7683958e-08  1.5801239e+00  2.8574934e+00  3.0333319e-01  1.9692805e+00  3.0320215e-01  2.8573647e+00  1.5805339e+00  4.7683475e-08  4.7684445e-08 -7.0954114e-01 
 -7.9472862e-08  2.7132809e-01  1.8462569e+00  3.1144478e+00  5.7851386e-01  6.3469809e-01  5.7838070e-01  3.1143172e+00  1.8466753e+00  2.7132836e-01 -7.9472862e-08 -7.0110118e-01 
  9.5367433e-08  5.9104937e-01  2.1608877e+00  3.4200532e+00  9.0202892e-01 -1.0060961e+00  9.0189362e-01  3.4199207e+00  2.1613150e+00  5.9105003e-01  9.5367433e-08 -6.9082099e-01 
  0.0000000e+00  9.6295130e-01  2.5277987e+00  3.7780838e+00  1.2776692e+00 -2.8148823e+00  1.2775315e+00  3.7779491e+00  2.5282347e+00  9.6295202e-01  0.0000000e+00 -6.7835575e-01 
  0.0000000e+00  1.3914523e+00  2.9514022e+00  4.1929440e+00  1.7098554e+00 -4.6045723e+00  1.7097152e+00  4.1928077e+00  2.9518478e+00  1.3914533e+00  0.0000000e+00 -6.6330218e-01 
 -1.9073487e-07  1.8817465e+00  3.4368896e+00  4.6698155e+00  2.2037838e+00 -6.1331282e+00  2.2036412e+00  4.6696782e+00  3.4373434e+00  1.8817478e+00 -1.9073487e-07 -6.4519614e-01 
 -6.3578291e-08  2.4399424e+00  3.9903617e+00  5.2147980e+00  2.7655635e+00 -7.0986786e+00  2.7654195e+00  5.2146578e+00  3.9908247e+00  2.4399450e+00 -6.3578291e-08 -6.2350428e-01 
 -1.2715658e-07  3.0731723e+00  4.6189423e+00  5.8350081e+00  3.4023247e+00 -7.1335826e+00  3.4021776e+00  5.8348646e+00  4.6194134e+00  3.0731738e+00 -1.2715658e-07 -5.9761524e-01 
 -4.4504802e-07  3.7901089e+00  5.3312964e+00  6.5391107e+00  4.1227388e+00 -5.7956734e+00  4.1225901e+00  6.5389652e+00  5.3317766e+00  3.7901111e+00 -4.4504802e-07 -5.6681663e-01 
  1.2715658e-07  4.6005020e+00  6.1371627e+00  7.3368459e+00  4.9365530e+00 -2.5682406e+00  4.9364014e+00  7.3366985e+00  6.1376510e+00  4.6005039e+00  1.2715658e-07 -5.3029871e-01 
  1.9073487e-07  5.5149279e+00  7.0471087e+00  8.2387800e+00  5.8543344e+00  3.1571577e+00  5.8541799e+00  8.2386293e+00  7.0476060e+00  5.5149298e+00  1.9073487e-07 -4.8717767e-01 
 -1.9073487e-07  6.5489578e+00  8.0766897e+00  9.2604761e+00  6.8916478e+00  1.2079876e+01  6.8914924e+00  9.2603254e+00  8.0771961e+00  6.5489607e+00 -1.9073487e-07 -4.3625069e-01 
  4.7683717e-08  1.5895058e-08  1.5393850e+00  2.7368433e+00  3.4256890e-01  1.8962368e+00  3.4242395e-01  2.7367010e+00  1.5398396e+00  1.5894086e-08  4.7683717e-08 -6.3518214e-01 
 -9.5367433e-08  2.6292121e-01  1.7972336e+00  2.9861031e+00  6.0889179e-01  6.4209586e-01  6.0874432e-01  2.9859591e+00  1.7976974e+00  2.6292151e-01 -9.5367433e-08 -6.2719250e-01 
  9.5367433e-08  5.7198077e-01  2.1013217e+00  3.2817390e+00  9.2130971e-01 -8.6938947e-01  9.2115980e-01  3.2815936e+00  2.1017957e+00  5.7198155e-01  9.5367433e-08 -6.1728156e-01 
  0.0000000e+00  9.3076020e-01  2.4552264e+00  3.6273270e+00  1.2833978e+00 -2.4971759e+00  1.2832454e+00  3.6271784e+00  2.4557090e+00  9.3076110e-01  0.0000000e+00 -6.0527027e-01 
  1.2715658e-07  1.3434523e+00  2.8631341e+00  4.0270472e+00  1.6993512e+00 -4.0538716e+00  1.6991963e+00  4.0268965e+00  2.8636277e+00  1.3434536e+00  1.2715658e-07 -5.9077519e-01 
  0.0000000e+00  1.8149997e+00  3.3299830e+00  4.4858303e+00  2.1741138e+00 -5.3001838e+00  2.1739571e+00  4.4856768e+00  3.3304861e+00  1.8150009e+00  0.0000000e+00 -5.7335556e-01 
 -1.9073487e-07  2.3512201e+00  3.8615844e+00  5.0094819e+00  2.7135046e+00 -5.9405370e+00  2.7133453e+00  5.0093284e+00  3.8620973e+00  2.3512218e+00 -1.9073487e-07 -5.5250543e-01 
  1.2715658e-07  2.9589117e+00  4.4647293e+00  5.6047926e+00  3.3243201e+00 -5.6175413e+00  3.3241572e+00  5.6046362e+00  4.4652524e+00  2.9589136e+00  1.2715658e-07 -5.2764577e-01 
  0.0000000e+00  3.6463099e+00  5.1476436e+00  6.2799864e+00  4.0147915e+00 -3.9052291e+00  4.0146275e+00  6.2798257e+00  5.1481748e+00  3.6463130e+00  0.0000000e+00 -4.9810261e-01 
  0.0000000e+00  4.4226913e+00  5.9195938e+00  7.0443292e+00  4.7941918e+00 -3.0724242e-01  4.7940264e+00  7.0441675e+00  5.9201360e+00  4.4226942e+00  0.0000000e+00 -4.6311083e-01 
 -6.9936118e-07  5.2982039e+00  6.7907176e+00  7.9079604e+00  5.6726623e+00  5.7609949e+00  5.6724935e+00  7.9077959e+00  6.7912688e+00  5.2982073e+00 -6.9936118e-07 -4.2183504e-01 
  3.8146973e-07  6.2873530e+00  7.7755051e+00  8.8853779e+00  6.6647000e+00  1.4956431e+01  6.6645279e+00  8.8852129e+00  7.7760653e+00  6.2873559e+00  3.8146973e-07 -3.7314391e-01 
  0.0000000e+00  3.1790115e-08  1.4996926e+00  2.6222696e+00  3.7782839e-01  1.8260349e+00  3.7766802e-01  2.6221125e+00  1.5001966e+00  3.1788172e-08  0.0000000e+00 -5.6733078e-01 
 -3.1789146e-08  2.5472543e-01  1.7494656e+00  2.8639886e+00  6.3555664e-01  6.5022153e-01  6.3539350e-01  2.8638291e+00  1.7499803e+00  2.5472581e-01 -3.1789146e-08 -5.5974269e-01 
  4.7683717e-08  5.5341798e-01  2.0433033e+00  3.1499090e+00  9.3720531e-01 -7.3680574e-01  9.3703949e-01  3.1497471e+00  2.0438287e+00  5.5341858e-01  4.7683717e-08 -5.5018669e-01 
 -9.5367433e-08  8.9946389e-01  2.3845890e+00  3.4834044e+00  1.2861640e+00 -2.1919007e+00  1.2859960e+00  3.4832399e+00  2.3851244e+00  8.9946491e-01 -9.5367433e-08 -5.3861248e-01 
  0.0000000e+00  1.2968445e+00  2.7772956e+00  3.8684428e+00  1.6864159e+00 -3.5280824e+00  1.6862450e+00  3.8682764e+00  2.7778430e+00  1.2968460e+00  0.0000000e+00 -5.2465564e-01 
 -2.2252401e-07  1.7502609e+00  3.2261214e+00  4.3097153e+00  2.1426623e+00 -4.5094633e+00  2.1424890e+00  4.3095455e+00  3.2266784e+00  1.7502627e+00 -2.2252401e-07 -5.0789779e-01 
 -1.9073487e-07  2.2652540e+00  3.7365990e+00  4.8127518e+00  2.6604435e+00 -4.8473306e+00  2.6602681e+00  4.8125796e+00  3.7371671e+00  2.2652564e+00 -1.9073487e-07 -4.8785946e-01 
