PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.2805087496773329E-009   1.6397026580002066E-009   2.0996536004384440E-009   2.6886248066529422E-009   3.4428075895186204E-009   4.4085452418341216E-009   5.6451807555169663E-009   7.2287033509495714E-009   9.2564178897127844E-009   1.1852924098447012E-008   1.5177773017322716E-008   1.9435271149298264E-008   2.4887034759027869E-008   3.1868065762459105E-008   4.0807337044121510E-008   5.2254152136029562E-008   6.6911899017156363E-008   8.5681272148994874E-008   1.0971561867027273E-007   1.4049180968354591E-007   1.7990099155778314E-007   2.3036479376536950E-007   2.9498413403416981E-007   3.7772976464674552E-007   4.8368626864371759E-007   6.1936449909706121E-007   7.9310166033330520E-007   1.0155736154404181E-006   1.3004509005128978E-006   1.6652387566325320E-006   2.1323527981697613E-006   2.7304964154553227E-006   3.4964245509531374E-006   4.4772022300821299E-006   5.7330966296950335E-006   7.3412803970701236E-006   9.4005737822829745E-006   1.2037516980200697E-005   1.5414145817536453E-005   1.9737948588157687E-005   2.5274615867817270E-005   3.2364366763473565E-005   4.1442854818394238E-005   5.3067938206561213E-005   6.7953959200837646E-005   8.7015639331889072E-005   1.1142428752325099E-004   1.4267977510008573E-004   1.8270270041765416E-004   2.3395240647448257E-004   2.9957810349864276E-004   3.8361238274175352E-004   4.9121901258538520E-004   6.2901024362344536E-004   8.0545312059649397E-004   1.0313897683787222E-003   1.3207036227366310E-003   1.6911725446448070E-003   2.1655612406317548E-003   2.7730201165910612E-003   3.5508765223261178E-003   4.5469284558624116E-003   5.8223816718886608E-003   7.4556106748143655E-003   9.5469747032875165E-003   1.2224984640507846E-002   1.5654199796841295E-002   2.0045339809052397E-002   2.5668233015746944E-002   3.2868396965420543E-002   4.2088269902088901E-002   5.3894397868406066E-002   6.9012248029085344E-002   8.8370787436146028E-002  0.10000000000000001       0.11216216216216217       0.12432432432432433       0.13648648648648648       0.14864864864864866       0.16081081081081083       0.17297297297297298       0.18513513513513513       0.19729729729729731       0.20945945945945948       0.22162162162162163       0.23378378378378381       0.24594594594594596       0.25810810810810814       0.27027027027027029       0.28243243243243243       0.29459459459459458       0.30675675675675679       0.31891891891891894       0.33108108108108109       0.34324324324324329       0.35540540540540544       0.36756756756756759       0.37972972972972974       0.39189189189189189       0.40405405405405403       0.41621621621621629       0.42837837837837833       0.44054054054054059       0.45270270270270274       0.46486486486486489       0.47702702702702704       0.48918918918918919       0.50135135135135134       0.51351351351351360       0.52567567567567564       0.53783783783783790       0.55000000000000004       0.56216216216216219       0.57432432432432434       0.58648648648648649       0.59864864864864864       0.61081081081081079       0.62297297297297294       0.63513513513513520       0.64729729729729735       0.65945945945945939       0.67162162162162153       0.68378378378378379       0.69594594594594594       0.70810810810810809       0.72027027027027024       0.73243243243243250       0.74459459459459465       0.75675675675675669       0.76891891891891884       0.78108108108108110       0.79324324324324325       0.80540540540540539       0.81756756756756754       0.82972972972972980       0.84189189189189195       0.85405405405405399       0.86621621621621614       0.87837837837837840       0.89054054054054055       0.90270270270270270       0.91486486486486485       0.92702702702702711       0.93918918918918926       0.95135135135135129       0.96351351351351344       0.97567567567567570       0.98783783783783785        1.0000000000000000     
   1.6399999999999997        1.7035155079723008        1.7708496754409622        1.8422874613127005        1.9181389401349327        1.9987418343506362        2.0844643326051511        2.1757082297832402        2.2729124293147147        2.3765568538638067        2.4871668169248413        2.6053179152178592        2.7316415102681906        2.8668308773465925        3.0116481112556830        3.1669318915269042        3.3336062247368710        3.5126902992138720        3.7053096077983994        3.9127085180359846        4.1362644967971800        4.3775042285267931        4.6381219039419141        4.9199999999999999     
  -6 -5 -4 -3 -2 -1 21  1  2  3  4  5  6
 0.0000000E+00  0.0000000E+00  1.1618557E-06  3.3896705E+00  3.4339784E+00  3.4339007E+00  1.1614795E+01  3.4344869E+00  3.4345649E+00  3.3896323E+00  1.1618557E-06  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.8873559E-02  3.4722726E+00  3.5166497E+00  3.5165711E+00  1.4311610E+01  3.5171609E+00  3.5172398E+00  3.4722341E+00  8.8873559E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8861411E-01  3.5657770E+00  3.6102232E+00  3.6101438E+00  1.7336469E+01  3.6107370E+00  3.6108168E+00  3.5657381E+00  1.8861411E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  3.0011222E-01  3.6710723E+00  3.7155874E+00  3.7155071E+00  2.0722584E+01  3.7161039E+00  3.7161846E+00  3.6710330E+00  3.0011222E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  4.2431462E-01  3.7891043E+00  3.8336883E+00  3.8336071E+00  2.4505681E+01  3.8342074E+00  3.8342890E+00  3.7890647E+00  4.2431462E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  5.6222815E-01  3.9208790E+00  3.9655318E+00  3.9654497E+00  2.8724136E+01  3.9660535E+00  3.9661361E+00  3.9208390E+00  5.6222815E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  7.1492275E-01  4.0674656E+00  4.1121871E+00  4.1121041E+00  3.3419122E+01  4.1127115E+00  4.1127949E+00  4.0674252E+00  7.1492275E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  8.8353451E-01  4.2299993E+00  4.2747895E+00  4.2747056E+00  3.8634749E+01  4.2753166E+00  4.2754009E+00  4.2299587E+00  8.8353451E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.0692689E+00  4.4096851E+00  4.4545438E+00  4.4544590E+00  4.4418222E+01  4.4550735E+00  4.4551588E+00  4.4096440E+00  1.0692689E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2734041E+00  4.6078002E+00  4.6527274E+00  4.6526417E+00  5.0819991E+01  4.6532598E+00  4.6533460E+00  4.6077588E+00  1.2734041E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4972944E+00  4.8256983E+00  4.8706939E+00  4.8706073E+00  5.7893916E+01  4.8712290E+00  4.8713162E+00  4.8256566E+00  1.4972944E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7423739E+00  5.0648128E+00  5.1098768E+00  5.1097892E+00  6.5697427E+01  5.1104145E+00  5.1105027E+00  5.0647707E+00  1.7423739E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0101601E+00  5.3266606E+00  5.3717929E+00  5.3717044E+00  7.4291702E+01  5.3723333E+00  5.3724224E+00  5.3266181E+00  2.0101601E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3022578E+00  5.6128459E+00  5.6580465E+00  5.6579570E+00  8.3741835E+01  5.6585895E+00  5.6586795E+00  5.6128030E+00  2.3022578E+00  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.6203653E+00  5.9250663E+00  5.9703351E+00  5.9702447E+00  9.4117126E+01  5.9708808E+00  5.9709718E+00  5.9250231E+00  2.6203653E+00  0.0000000E+00  0.0000000E+00
